iterations,root_rewards_1,root_rewards_2
0,2.0258452953710235,2.2441821013870418
1,3.0500119131892154,2.633328578001222
2,3.210371524429652,2.9934645633724974
3,3.2462219632360685,3.6894857709941054
4,3.277660043866849,4.095573312540436
5,3.407390075721069,4.2746129964026105
6,3.5222064746209143,4.339017123872462
7,3.625187327864229,4.4778442038950175
8,3.718546290324665,4.619192665237561
9,3.8039287394921257,4.744955748694929
10,3.8825910481067134,4.837232737301301
11,3.9555143025466535,4.987165529862469
12,4.023479282133858,5.0704569291560535
13,4.08711753033086,5.15678828123636
14,4.146947120038985,5.207961221869785
15,4.203398307648869,5.2752928211755785
16,4.25683232331049,5.433129094906667
17,4.3075553896358345,5.498929685904614
18,4.35582935284459,5.549999365497889
19,4.401879863538085,5.603206830767032
20,4.445902755083059,5.626586265428774
21,4.488069076084968,5.662708937427691
22,4.528529103997681,5.695295715541173
23,4.567415577798881,5.705263145019378
24,4.576767770079168,5.712764015191121
25,4.613856471671285,5.753946766465054
26,4.649618653752028,5.80455109719694
27,4.684145937755309,5.851735916771093
28,4.717520768825688,5.87702897875593
29,4.73242659948869,5.919018892285163
30,4.764253114812075,5.968793216123729
31,4.7950978687895836,6.017669360302939
32,4.825019622645467,6.082225485653711
33,4.854072014993437,6.139693032373287
34,4.856848277897524,6.212575750016212
35,4.885003223869972,6.237760807467094
36,4.904792727898946,6.261122494155631
37,4.924198195067474,6.297739927911468
38,4.950543291322241,6.307340933639814
39,4.9690889465360915,6.3347718316489425
40,4.987296913568859,6.365020868350082
41,5.005179270403136,6.386683180662365
42,5.029499723261606,6.420498562050269
43,5.053242708187503,6.441003729043818
44,5.076435013294026,6.478420205769485
45,5.099101604863533,6.500975124893482
46,5.121265788893132,6.531484307315901
47,5.142949355122191,6.556894317278068
48,5.164172705773028,6.5876729950195285
49,5.179177674873389,6.615471079174042
50,5.1996535777259805,6.633310610025415
51,5.2197186167226866,6.639306507422977
52,5.2339185745385,6.66325782801834
53,5.253314242429519,6.690288944471727
54,5.272340864920628,6.712319931628455
55,5.291012223994074,6.728222338400808
56,5.309341343731207,6.7601720474953995
57,5.327340544885094,6.791472022366161
58,5.345021494627994,6.808266914809587
59,5.362395251976757,6.822539478827749
60,5.37947230933906,6.83952613690104
61,5.396262630571343,6.849721935521933
62,5.408178126084247,6.858551695021433
63,5.424497175035681,6.868251493596521
64,5.436082861146471,6.893079431923634
65,5.451956371504501,6.908591764341588
66,5.467581845610794,6.915474620112427
67,5.482966915883898,6.924822732952178
68,5.493898196451004,6.958203876737135
69,5.50888664843174,6.975455378634894
70,5.524362239995062,6.987278685140828
71,5.530002148598732,6.998330757488018
72,5.544462934496292,7.011577005318606
73,5.547993568050247,7.023878574712808
74,5.562198332910672,7.033244258590526
75,5.576204145202392,7.042426825024749
76,5.579624660502247,7.050664993675637
77,5.593390174882099,7.057897684644261
78,5.606968770004047,7.067032352509782
79,5.616631362962454,7.0763524806456415
80,5.626201483033456,7.090098803547161
81,5.63934464417994,7.097954958950902
82,5.673637655618807,7.11104884550498
83,5.673637655618807,7.129966664337628
84,5.688340454454664,7.151095539469755
85,5.701661842888394,7.161694216492501
86,5.705045769003193,7.173946403944595
87,5.705045769003193,7.186822384084252
88,5.7181479073352115,7.199007518510781
89,5.726798171277347,7.2098391924257115
90,5.738690949761936,7.219203641413728
91,5.751362332308259,7.234968800656928
92,5.763875157959046,7.249238667947632
93,5.775337533726926,7.272841121270435
94,5.778141307691904,7.28444467393954
95,5.7903255054578215,7.289841280750099
96,5.802363033805118,7.299553923269998
97,5.8142573818917995,7.307185535992257
98,5.826011915831239,7.311459288009347
99,5.837629884410559,7.320423551710994
100,5.849114424480626,7.328388016041322
101,5.849114424480626,7.337801141186329
102,5.860468566040036,7.345904933727134
103,5.8716952370337046,7.358846979086621
104,5.881992043155419,7.36656082377038
105,5.8893398200923865,7.373376361254757
106,5.900248733554879,7.385597080616067
107,5.9110399256814645,7.398161523186557
108,5.921715910102966,7.405924764272338
109,5.924138358404941,7.4125557222073715
110,5.934676145420202,7.419023232588997
111,5.945104044450201,7.4257840460992375
112,5.955424323685221,7.430217526279377
113,5.955424323685221,7.435814965738826
114,5.965639181805968,7.445887191229244
115,5.975750750795071,7.452396526679501
116,5.9850346860071255,7.460202108014489
117,5.9949529856986095,7.4656346501889645
118,6.004773878045882,7.47148221781414
119,6.014499257726068,7.479504008117144
120,6.024130964668068,7.490268337720086
121,6.0336707861417835,7.498952094629312
122,6.043120458748619,7.504798817195958
123,6.052481670318808,7.509394742838715
124,6.061082825256857,7.516666361194336
125,6.07027815232257,7.522265170951465
126,6.079389695186598,7.533019897084503
127,6.088418966890426,7.539501873823637
128,6.094400367959331,7.54605314832137
129,6.103295712920592,7.550632899752971
130,6.1121126278692905,7.553491359540594
131,6.120852483757125,7.5595164778123065
132,6.128887500936358,7.565426604060626
133,6.137482592692349,7.570542027476815
134,6.146004437959257,7.579168267808225
135,6.146004437959257,7.582407248899697
136,6.154454274593736,7.586877449886009
137,6.162833309335752,7.59444854256999
138,6.1711427188428525,7.598651200786094
139,6.179383650681822,7.6036085558532225
140,6.187557224279797,7.609201264552386
141,6.192975612254456,7.614448999081245
142,6.192975612254456,7.62672116544313
143,6.194823062832554,7.633382193955091
144,6.202871913057032,7.637369561838032
145,6.210856496223315,7.640947677614049
146,6.212671236028109,7.646381142116724
147,6.220578264815123,7.648129654855613
148,6.228423262657711,7.652633557853406
149,6.23352189792891,7.659775917490197
150,6.241266396989749,7.670357009238076
151,6.24895137941622,7.681802349564907
152,6.2565777530094016,7.688082021616528
153,6.259902048681144,7.691981191145943
154,6.267445676471217,7.695577339827739
155,6.274932823743226,7.698781234478165
156,6.282364329975628,7.709755069678992
157,6.289741016068918,7.716652716009991
158,6.29453713263011,7.725025227566326
159,6.301824892521714,7.729453812610141
160,6.309059925002113,7.73559547828619
161,6.316242987566479,7.74375737030958
162,6.320913959584114,7.74664806610946
163,6.328012676287126,7.755166482653605
164,6.33506135619967,7.762203006591423
165,6.339738395137079,7.767603773492448
166,6.346705192449538,7.782257034031089
167,6.353623789107786,7.788566383098274
168,6.360494847496106,7.7951660010803625
169,6.360494847496106,7.806715248673917
170,6.367319016437959,7.8120026420667585
171,6.374096931563636,7.819277916935834
172,6.37850591583879,7.821709127424476
173,6.385208681781502,7.825496692292948
174,6.391866819618705,7.8314518206443955
175,6.398000204253471,7.835202732389778
176,6.404573994310295,7.839347387318474
177,6.410630168084227,7.846503362728624
178,6.410630168084227,7.852755852994538
179,6.417121720731665,7.8603275349484
180,6.4235714047695325,7.8644742777231915
181,6.429979756819116,7.870319678842789
182,6.431437657202318,7.875026731769329
183,6.431437657202318,7.880202235079768
184,6.4356014496194165,7.884089118561137
185,6.441933412864889,7.890866784494546
186,6.44605382111837,7.894867880732091
187,6.452320150872808,7.901947531617511
188,6.452320150872808,7.905097657425961
189,6.4585474581395355,7.909746091006563
190,6.464736225923893,7.911808699013814
191,6.470886928318671,7.913241402575917
192,6.476555624858382,7.916698248124323
193,6.482634276785273,7.920143185046048
194,6.488676201840382,7.925389811928152
195,6.494681841163073,7.929345958255103
196,6.50065162799212,7.93353478903566
197,6.50658598785324,7.937190197377394
198,6.512485338741111,7.94463670367407
199,6.5138278600610455,7.950125455130226
