iterations,root_rewards_1,root_rewards_2
0,0.5450521117578355,1.5522442872994795
1,1.729964058556496,2.0709750036470918
2,2.2010078362240986,2.617960422166194
3,2.507928436078482,2.8573620802463977
4,2.6810479625618253,3.1486963936332026
5,2.89004106880539,3.302630057104811
6,3.0628165151080693,3.4021668707297574
7,3.2100923170699067,3.517917547859964
8,3.338436355541521,3.743862140794665
9,3.4521660963099614,3.872932775018701
10,3.5542721053234314,3.9472161026087633
11,3.6320328328666487,4.058490780160005
12,3.7180309182274636,4.120575333731255
13,3.7972154225956785,4.179838858055957
14,3.8705872052565624,4.225870131291252
15,3.937079205620928,4.2566946651879
16,3.9973189962669204,4.294731344444035
17,4.0552107323885265,4.307700577187759
18,4.112364278371445,4.344718299791099
19,4.163160080695556,4.4221903603646275
20,4.211499919634769,4.4837899691959855
21,4.257610372645023,4.554980209491999
22,4.3045330733443565,4.609296668867785
23,4.349352363323133,4.673597611447777
24,4.389642959906839,4.7076372327387
25,4.430879831359875,4.741064804217583
26,4.4680738852436335,4.754547505220758
27,4.503934007551254,4.783718363383523
28,4.539215291985794,4.803382614560916
29,4.5591487534169985,4.815208534489255
30,4.594066891743288,4.823784034519329
31,4.621256823275568,4.857229615902916
32,4.6477269896293585,4.8935174733454065
33,4.673514517013962,4.926011708953325
34,4.698653731201473,4.952557649507096
35,4.727782482164369,4.959412724883857
36,4.751609490945302,4.988326715538954
37,4.772604664476733,5.006269594773295
38,4.795399086927382,5.062240966200315
39,4.814361783248468,5.101182086320517
40,4.841520369083869,5.131922080350198
41,4.86681981239846,5.1528285252619686
42,4.887585845028524,5.172196486403087
43,4.911303396601269,5.1984761329964755
44,4.929227372511794,5.21965822742695
45,4.948749239405859,5.239515839536713
46,4.971075205828734,5.2607397025414695
47,4.991439788653055,5.277793609480904
48,5.006000776890885,5.292993894745905
49,5.024092940673587,5.3165444507348445
50,5.032939446434986,5.340107892401166
51,5.053481117184416,5.37710725853295
52,5.070741531058814,5.408844043213309
53,5.0860440200026265,5.425884654274882
54,5.102756031940853,5.442956570629593
55,5.121925661782383,5.4488117992722875
56,5.136470138424776,5.460761243875749
57,5.146086909126822,5.480418324468055
58,5.164805521394551,5.501954629912224
59,5.178743749567428,5.526398529634531
60,5.192490371132972,5.558590761296351
61,5.211177158711716,5.57342904979342
62,5.229521146298866,5.589679036916784
63,5.247534684662549,5.603335215561157
64,5.261772159105909,5.62675836224854
65,5.279218968609676,5.6546544037168855
66,5.293015459228204,5.667552509864838
67,5.306624194125777,5.690872911534484
68,5.32258860830605,5.703315068212459
69,5.335803391285508,5.716978806116913
70,5.351018105683552,5.725600369869489
71,5.3660047975129155,5.737620400454897
72,5.374470054563076,5.749497664267511
73,5.387020891670009,5.763207198886467
74,5.401481431253486,5.785488589418894
75,5.409652836356244,5.798527957680684
76,5.421772396221714,5.819198186187736
77,5.436658680496244,5.844382162289154
78,5.450423751474608,5.864471326143539
79,5.460917114899306,5.886083826691904
80,5.466641649528187,5.897419823863471
81,5.480261385367444,5.910762167236485
82,5.494307870463339,5.929128502412733
83,5.508159781739116,5.943653380115977
84,5.521822436153384,5.959400871607939
85,5.53471567649057,5.970353858698183
86,5.547203044177584,5.981490614188648
87,5.559536398754552,5.997607226374626
88,5.571719493028519,6.00801904754252
89,5.583755944290063,6.0307566599040845
90,5.595879560162853,6.042951451681361
91,5.607630376154997,6.053724645041554
92,5.619244712663764,6.060381853575123
93,5.630948085139097,6.0692152766535905
94,5.637449437888801,6.073089318046302
95,5.6471119610606815,6.08746911225714
96,5.655739756877649,6.102854058619598
97,5.666811571259607,6.107633807599912
98,5.677762141732921,6.12212436563858
99,5.686130592206387,6.1411741514023355
100,5.696872760106756,6.152310552950485
101,5.707500759170543,6.164095311086176
102,5.718016990694555,6.173359543821744
103,5.723977833614578,6.18292312637254
104,5.734323094017172,6.193268131487112
105,5.742233169188117,6.201862217553837
106,5.752589142940007,6.212373074954802
107,5.762644068176649,6.216954136431048
108,5.77033411190274,6.224325104091471
109,5.780213057201532,6.236977159422778
110,5.787105983900126,6.244452354295852
111,5.792007622331724,6.250939642239927
112,5.80167578037545,6.261784976040048
113,5.805910691669808,6.271110589594155
114,5.815630874540062,6.281193148152724
115,5.821038849522105,6.285365373448762
116,5.83061378708006,6.3004483778085145
117,5.8346994923291025,6.310606240423405
118,5.843965451277687,6.327072190158351
119,5.848596786976586,6.339849717873701
120,5.856427274847133,6.352614662092613
121,5.861619623974581,6.3594933451863485
122,5.867022288479179,6.369422269846254
123,5.874710364902578,6.375754173881879
124,5.879208091507986,6.384551879525196
125,5.888072461369549,6.395512502573441
126,5.894859063151336,6.4042780170276306
127,5.899261095977798,6.417638922687969
128,5.9048825224652415,6.433903352356208
129,5.908431524828856,6.443624062599829
130,5.915808892753105,6.450736489553796
131,5.919587885032776,6.459639486772094
132,5.928663001079945,6.466686327679441
133,5.935893146502753,6.479052332505001
134,5.9394957719198365,6.485649581417767
135,5.943186466518893,6.49378955892132
136,5.9515037476674735,6.4978330006324185
137,5.956442076425787,6.503403981265998
138,5.964809536880541,6.514071425125726
139,5.971096407340093,6.520641625184341
140,5.975092004637182,6.528688533166881
141,5.979704696276188,6.5376397639609385
142,5.983116124749896,6.54458727229031
143,5.9912642364327,6.553564638822266
144,5.999192645123051,6.562951076004947
145,6.007576247227662,6.569241368091741
146,6.012041835337007,6.5835004953932605
147,6.019958550341993,6.590461390502064
148,6.028170560016135,6.601101436573585
149,6.036315681501014,6.60675483429884
150,6.040138162913724,6.610610775777773
151,6.045970177154009,6.622045344170707
152,6.048934921536937,6.626967189870901
153,6.052008529086148,6.628713684897027
154,6.057771922375076,6.63668641276614
155,6.0606202820637645,6.641317108345082
156,6.063541972163251,6.644845747223829
157,6.066334777014271,6.650846216547336
158,6.073834694902914,6.652557924161287
159,6.076832828473422,6.658955662686962
160,6.084592576252702,6.665326175142575
161,6.091817064572812,6.673137542125422
162,6.094900359337781,6.681233162078719
163,6.097723729759054,6.688358886000925
164,6.103832708584474,6.695554707797315
165,6.111057597248691,6.707476499926055
166,6.113835779154463,6.713196938643304
167,6.119847411403839,6.721952765355391
168,6.122845608013876,6.72640768856982
169,6.125946563345971,6.7325026716011225
170,6.129441910087302,6.737653385425192
171,6.132310092636878,6.7428091033966115
172,6.13821200778796,6.749459061827196
173,6.1440792946101235,6.753793378103749
174,6.146974380617157,6.759133177919136
