iterations,root_rewards_1,root_rewards_2
0,1.0638672564478306,1.2042725427497265
1,1.823365947258671,2.152701373103333
2,2.303336342114705,2.682685069119573
3,2.5703074838595934,3.0761956150075274
4,2.7373104238142227,3.276907776367152
5,2.9304004004399555,3.440115626966687
6,3.074205387936606,3.5738038769742095
7,3.206601310790227,3.6713148492652925
8,3.307782970937878,3.848200937577107
9,3.399101664843228,3.941158115446644
10,3.4914873834820814,4.028146562570006
11,3.5760551593307937,4.07309296912402
12,3.6366341934139723,4.1808931008984
13,3.7033335391311004,4.2875337983855335
14,3.7661142623924007,4.350215595986855
15,3.834583611606587,4.407526110250247
16,3.898663825819923,4.452815068991981
17,3.9557343484266707,4.477259282165679
18,4.012707176211133,4.529816431003071
19,4.066608317600384,4.57841702069443
20,4.115065841530776,4.630896544447138
21,4.163760182061703,4.662491296408084
22,4.2036684568227125,4.699217349168848
23,4.236760503331531,4.733668425010114
24,4.2740632271875425,4.783317526652547
25,4.309877291259431,4.82678548895406
26,4.345286416188944,4.851696817598876
27,4.384158989899948,4.882555077409485
28,4.4215768584447765,4.903068293920665
29,4.452554286566047,4.934748944147982
30,4.487541261331075,4.95962213533704
31,4.521345414472656,5.003400023761337
32,4.554103869530874,5.02726274298715
33,4.584141834741484,5.048900967358571
34,4.613303770786898,5.077995630752335
35,4.643172124062865,5.103230851860967
36,4.670685225860427,5.145011273746119
37,4.698911216370091,5.167038116494093
38,4.722473537183018,5.2010436295297495
39,4.749343044336793,5.221821468584301
40,4.77546154500936,5.249106182038807
41,4.80096188144714,5.277207908629216
42,4.825782550473309,5.296009803097784
43,4.846652297949611,5.328147671484362
44,4.870421013844353,5.362478663371119
45,4.893595317806962,5.390154859757184
46,4.91624471480008,5.408787834134068
47,4.938392457799511,5.427238661660742
48,4.9600602880709435,5.444886574166829
49,4.978256116707574,5.468844288453654
50,4.987010653660641,5.489026673007079
51,5.00766077382066,5.505118371359813
52,5.027893079882808,5.513720700190689
53,5.047724144363331,5.529098481335225
54,5.064405438563855,5.543737858664503
55,5.082790507022512,5.557300958875106
56,5.101606686393588,5.569584657823318
57,5.109364053721269,5.58248278313698
58,5.127691299288771,5.5989356031305695
59,5.144958581876241,5.614905811318202
60,5.161932759385042,5.635231572862687
61,5.1792975891270965,5.643431306070012
62,5.1957034584515505,5.66389027404508
63,5.212496471411199,5.679505359443077
64,5.228370855266212,5.68607301430528
65,5.2446285110608155,5.711095874460759
66,5.26062607827709,5.724892091623227
67,5.276371747799291,5.750851405354237
68,5.291873329573071,5.767009091765508
69,5.300282568064899,5.782522789414659
70,5.314832474352448,5.794361263956347
71,5.32762840379853,5.799616232967197
72,5.3423611229432355,5.81153459884242
73,5.354811756019889,5.8261689512718275
74,5.369152203950244,5.840641140148078
75,5.382740338204517,5.851930653060237
76,5.396146307581813,5.856685484011293
77,5.409935452064688,5.870473187883532
78,5.421577255548416,5.882441952613876
79,5.434997705170962,5.8980729582535885
80,5.447725428812019,5.909934426566459
81,5.4602931913129265,5.9233019502190105
82,5.472704963580061,5.929213464642766
83,5.484800827190789,5.939461915714498
84,5.496913925896309,5.946347962932985
85,5.509366507287373,5.9572329985023655
86,5.521187395114987,5.970935144973847
87,5.5333431557959925,5.976342799147364
88,5.545352926798806,5.993036935327979
89,5.556605961181218,6.004623020128002
90,5.567884485013697,6.017055184754781
91,5.579037221127593,6.033222328391654
92,5.590066944387568,6.048357774722153
93,5.600976338839242,6.058347021443995
94,5.612205102225388,6.069666496105612
95,5.6228769064608155,6.077349819169092
96,5.633884054949541,6.086664584751104
97,5.644751287006097,6.095212142362541
98,5.655083115194502,6.106054243666589
