LS,UCT,UCT VC,MENTS,MENTS VC
1.9907375753813894,1.6282219350639906,0.3209861658883071,3.5577745808517456,1.5227413730159576
2.0614682784580465,0.8836916547369302,0.0,1.2171396846122313,8.647747839701779
1.9403343127145103,1.9575734230083075,0.0,1.4461735354069098,4.959663491913181
1.943078508092207,4.0219990516614565,4.075893471813089,5.422426328280974,3.5602379666431094
2.253615001463517,0.0,7.110284453976721,11.479920594258498,1.6726200219177016
2.0799710325265095,6.189551724237386,0.7900477007976239,5.7929223517912956,4.43698901953795
1.9970148578230085,0.5046037940552353,2.074500252109303,5.563255753825439,8.957902245575717
1.9155847019427885,9.154181950722304,4.157349228682428,2.3592635091171026,14.020090123899546
2.123631712079806,0.1966862833079297,3.270347148119395,2.0585321345616023,5.493528928448169
2.227551444009831,5.210077733854632,7.529326758035719,2.5722051738743,9.698384860777665
2.2236544283635804,2.65448500134012,0.0,6.336390191716369,9.063430155315203
1.6869410896267598,0.0,0.0,0.0,4.008039531196408
1.8884189113331697,0.36670684776344586,13.478784026008803,3.5346498467087493,11.75220974476359
1.9689639781768604,1.1425781108235125,1.8522461662518452,3.122258341042908,1.219121262269537
2.2167423781196605,0.0,0.848767394234871,3.2174325439859395,3.5910314631376536
2.2333868439168687,5.620009317945131,5.758451088092709,3.8755135533257032,2.1617023775862023
2.0261729750117725,5.076208084290597,4.881110985912088,2.0,7.703911111870493
1.8435935557351564,6.440470237939667,1.2833980216570726,4.192512095334294,4.673525474144837
1.8417064413843292,6.813430245805968,0.16298010136738839,2.0,2.971347409552468
1.9014692931333035,1.1441721445886621,4.935499143245625,3.563976343997476,3.4442268866845076
2.0378211743625974,1.11287771093059,5.112542769516901,0.25072220169824533,4.309459228962053
1.9062923764836732,8.856909540991094,7.660676007842355,2.0,6.511116284606093
2.0121711179675876,4.333186639243651,2.157634526714766,6.009474570869017,6.23304841057956
2.1956108938395733,0.2864850302064905,0.7965355143686104,1.1777758713072473,3.63761411136659
2.3784566157171954,13.999473897002126,0.0,6.189647984315016,3.6321110355614863
1.9677931596791278,4.237422855396783,6.241862063800731,2.3881039020950237,1.7988183298764078
1.933074834055312,3.714343853473318,7.692780540801248,2.0,2.049575401717746
1.8679159153079283,2.6219617814463216,1.019716303065163,2.5210224975769684,7.422649872871499
2.02252371837434,0.1098509857257639,0.6087815557404461,8.835010114654025,3.790991625956421
2.065876469150556,10.024793050787604,1.1397709057681098,2.110852014115064,4.411798842723849
2.0688696176796237,1.7293682169238398,0.1625566957378748,5.8548544499832875,5.685810875564982
2.0608526305666324,7.162292691562122,0.8323389140050246,7.383593454893017,16.272642652336934
2.220512757964252,14.647669598374431,0.0,3.6693885460040345,4.796181016585534
2.060675870241345,2.897920100718954,8.747555643791102,0.027864703911847144,3.6577656646060905
2.071598686591529,4.96536879496872,8.294843577068871,2.0,7.1372138423710645
1.960773542260095,8.005163258459085,1.117080262598222,1.5154730667390073,13.505181358777243
2.147837282667924,4.2365178336107085,0.0,8.963100504951154,2.3423493948881937
1.867422540912635,0.6090713804603229,1.015613169760135,2.0,7.704187293667246
1.959717815203415,4.4479029790396645,12.810736949699425,10.87566216305676,3.6158469434596707
1.774256768442255,13.20867646297268,2.010567667080222,2.0,2.932370201049306
2.0626901313982615,1.1015165994557705,8.517711314342332,8.761815095534207,2.2177001083372048
1.8365159642859077,5.588152198382954,4.059311651554628,2.0,3.264466705413712
1.9040063932058846,0.007967186654971314,3.2236767913840527,1.4000776341311205,5.4809747327135785
1.9914397540009492,1.1197469455413298,5.1003093560815245,0.0,10.838456646651899
2.119524814892757,0.21104684802380902,5.405094972987191,4.036147379560296,8.22633740269966
1.945074890315619,0.30346723121685315,0.355998030391504,5.296723221840917,7.693316585017264
2.05478381985693,2.0,0.0,0.0,2.633664963653233
2.0955924462256297,10.739979356185703,0.513223128730548,2.0,1.804411239373879
1.9132735796845246,6.345682398547176,0.0,4.553667724630328,6.1365891730237685
2.1598594098349246,0.0,0.11218201974806874,2.0,13.239824583666259
1.516814521788404,3.035941777208498,0.20182567126463624,2.0715298382298943,1.7599310590423176
1.9277156450554176,7.872121662935818,0.0,6.238987707619888,4.58955841615947
2.0795483585925267,10.917186023983504,4.985290434099332,11.454308563345261,7.032509803652488
2.228130545460419,1.8865204162330649,0.0,1.5146302771751419,2.660997465555729
2.1515247472597236,3.615791890984644,4.649040979528921,10.877314579341373,3.745594260758466
1.9852393541248794,0.0,8.14467988845725,12.786857388760051,6.36591512762579
1.7605780576567818,4.864526066717797,9.261114122716453,2.0,6.570548068972293
2.2196621581587594,1.7049781160163988,0.0,2.0,3.2621674024509577
1.9418491750273978,0.3557455191626726,4.964593920234124,7.871861856465014,7.073303540795376
1.9241983132341616,0.31054969500047847,1.9981647324914675,4.411702857919513,4.153907073782509
2.009955528856424,9.377079484353452,2.134011929881506,8.321348175868437,11.425797510860523
1.9025546535612847,0.3257129784060506,3.302176744712007,3.137479508284885,2.744409671160266
1.7748333164492736,6.69825533171927,3.157963115940772,4.931064074868033,3.8179493563823783
1.610050208888498,0.0,15.524576377310463,0.0,1.9396954384307126
1.8627655537101853,2.5494051157381836,1.8482739749353314,2.0,3.8887647372853493
1.9751711993935757,5.124020610153725,1.5876064529035574,2.0,3.0087496064052512
2.251425579424315,7.657802712355359,3.3458800384738137,2.0,0.5294170994468939
2.041895378844205,0.0,1.1772446838715318,6.369705793426387,7.056921234102283
1.8470708509942662,10.39147630225428,9.328413867317892,1.2175618661196612,3.100881525275497
2.0373227411517285,2.5464182373878828,7.24389923452576,2.0354413091842734,9.11341416022983
2.1441758073484873,0.40915078394998083,2.313074538467127,6.191097970527871,7.788000887738008
2.041173876797413,1.5618276163557994,6.507897596704723,1.0868920287656714,3.566488588130646
2.162844486991496,14.122646158225326,10.073742741182805,2.288059286477761,16.040637893758564
1.9083103528173027,0.12938209397445632,3.683318812278639,0.0,4.880264475085166
1.746122398603306,12.21205658197999,7.004412659915911,4.4697909561580165,3.8112895518141947
1.8958141740111494,15.467264413146953,0.2026453188878392,2.77711140626408,1.0126979554051676
1.8152430846436585,4.748340314999993,5.513379795734949,4.145193329848066,4.025311098841179
2.0435066713442613,0.2572627224055033,1.426654824269777,2.0,2.040567317801834
2.1055882477890266,5.988186851986525,7.366474215927919,6.089320116582154,7.955549549032973
1.7022463658454732,5.90608777056929,2.3593982501189785,0.9201942387772633,7.964005986299679
1.701358867176007,10.378571335243272,4.548943353013071,1.0873065092287497,4.092940767287672
1.9722888970021253,0.0,3.047513260979038,4.327314636709561,5.1294785634533575
2.099746854986786,1.231764950635501,2.1738670586813864,4.758901187388718,5.411225604715678
1.8354725820094238,5.39864118642144,0.0,4.4874394498232135,11.458447902023941
