LS,UCT,UCT VC,MENTS,MENTS VC
10.091290504708939,7.354052848093797,3.327718027618939,18.698270792070502,19.933441886335913
9.269560773684159,3.9971167616868435,36.609618587876724,2.204491037187214,3.9555944063039874
8.778571739923212,9.356066425500085,35.01903510655842,64.6203977953326,14.74054684320582
8.05553033905332,30.922119325342237,84.17069907664188,123.90708638351389,30.252240357684112
9.531683120648635,85.63666413473837,58.11080388031927,63.72077891178981,5.726896990698007
8.637744279186604,15.192452213254416,74.69104976250024,17.055982190373065,39.2651643300696
9.154520583088487,0.4569198328547488,23.10818901827271,8.0070188353526,163.48086690316572
8.954395037400415,174.1559986235305,155.0915493703754,0.0,2.013119591330031
8.861887834999928,25.8692481165109,137.747265511744,12.894460901330966,176.0512650127226
7.708434176891912,0.0,22.549804290830792,7.592875930080217,98.38218325404995
9.107150728044946,57.47867383850974,110.14843101095417,31.610670075641735,17.560583687785194
9.450576422405174,1.5643392288171079,40.63394203724019,35.99521207440619,130.97430988907007
8.780329489977374,3.056256505974673,246.6453677661621,34.332464285644335,32.47333998541207
9.500497030951134,61.296312295853035,1.8843126449746697,5.717499530328485,10.884324667292981
9.28577768851995,66.99691883648731,52.10322816568133,0.0,116.15394626120525
8.835624066832565,51.328186100818634,35.172470166764136,125.60939767853029,26.152543939499218
8.466475309803016,105.76672657077744,23.4952745880367,15.954787318591647,195.3234076308338
8.839847698625015,109.41517733592147,16.163728482362245,90.9498607489488,6.735517009104674
8.370684015331282,0.0,176.367721708908014,6.308021337382745,116.93502293721237
8.868647232160697,5.1357747477371225,30.21267619135171,7.9587264992492415,35.080237449763885
9.099682285225974,5.9989268294543034,69.72242899904327,61.28425262152886,7.662316717432647
9.175440335298074,356.76497198389006,35.90269990883364,150.9936648555706,0.0
9.218623430472052,484.6897448194244,120.98576321179661,9.068879801732162,43.118266181438024
8.793002713573376,96.5607323686396,4.175117938632205,45.947021065829695,202.2353879307961
9.418653326954797,70.77643443049949,14.500873013448263,31.49668586114283,958.2968040335988
9.509063333667854,18.694881656111807,2.734365998574959,881.6490052909697,11.73826525950279
9.135794374489995,48.27957088282407,515.7877115938453,0.9192338702147698,18.27232371705219
9.897862687284238,25.498133302994,126.94348533594001,51.95110053119048,15.493590538023085
9.400123655821293,2.062353724468176,65.77836272268082,30.93979196146261,76.19032505965725
9.073370535596592,30.483975265929054,564.6146513969669,39.16622988845771,6.544376917888714
8.474889935290005,1.6971012515448844,8.82024810860758,70.24336589774356,67.06272628093598
9.346692756192972,73.16098101263569,69.3208783520375,64.8005738934652,15.77741761318483
9.43444703798156,20.708777926750557,46.199711130525415,30.76186580449827,18.079385824905348
9.259414511448659,46.93687174304594,26.37191764708762,79.64343832878396,29.65132408892973
8.957840287136687,14.016143299160866,276.6684519497891,0.0,65.245113130532
8.94797885738007,35.28741563198284,180.31260539996566,23.99095274675598,0.0
8.842825263360474,51.88105395383518,155.2408028798219,28.197106837709352,29.96891477991708
8.041747151167423,11.481349877202852,23.74643785640812,8.134293618993128,9.751759385478502
8.557963698166223,2.061687003627534,1.467751730866568,169.4164001173654,0.0
8.429139660414267,8.26322690507202,11.788514004649635,2.7827690797457034,359.75103557808194
9.04038365328096,65.93940049837695,6.076234479698819,9.067970266862277,174.8052940011221
8.128895115590284,2.399635773635696,48.66203705606242,18.28483616725026,10.987103786951213
9.05677107188683,114.88175502959017,53.26658119247981,8.307803775113873,0.1405200273095275
8.882815477216361,190.0844899432744,21.245091078113987,6.994382384640479,58.06096469895667
8.930748746765202,3.9627056633501194,22.71666780796965,10.155588017883408,16.452974136790125
8.90024640033173,1.3917206310545875,30.099688554668646,123.92855540489089,106.56614741204729
9.133305282480606,12.985286606609273,5.781466932404838,4.92529562821997,62.51092875333755
